path	tier	module	rtti_class	class_names	evidence	funcs_in_file	cpp_marker	has_header	extern_ZTV	blockers
src/_ZN18daObjBkBillboard_cD0Ev.c	DTOR-ONLY	ov015	daObjBkBillboard_c	daObjBkBillboard_c/daObjBkBillboard_c	_ZN18daObjBkBillboard_cD0Ev	1		True	_ZTV18daObjBkBillboard_c	-
src/_ZN13PrincessPeachD0Ev.c	DTOR-ONLY	ov085	daPeach_c	PrincessPeach/daPeach_c	_ZN13PrincessPeachD0Ev	1		True		-
src/_ZN13QuestionBlock13InitResourcesEv.c	P1-vtable+mangled	ov102	daObjHatenaBlock_c	QuestionBlock/daObjHatenaBlock_c	vtable daObjHatenaBlock_c slot 0 @0x214a4a4 | _ZN13QuestionBlock13InitResourcesEv	1		True		-
src/_ZN13RacingPenguin16OnPendingDestroyEv.c	P1-vtable+mangled	ov019	daPgRcer_c	RacingPenguin/daPgRcer_c	vtable daPgRcer_c slot 12 @0x211235c | _ZN13RacingPenguin16OnPendingDestroyEv	1		True		-
src/_ZN13RacingPenguinD0Ev.c	DTOR-ONLY	ov019	daPgRcer_c	RacingPenguin/daPgRcer_c	_ZN13RacingPenguinD0Ev	1		True		-
src/_ZN13RaycastGround12SetObjAndPosERK7Vector3P8dActor_c.c	P3-mangled-method-only	arm9		RaycastGround	_ZN13RaycastGround12SetObjAndPosERK7Vector3P8dActor_c	1		True		-
src/_ZN13RaycastGroundC1Ev.c	P3-mangled-method-only	arm9		RaycastGround	_ZN13RaycastGroundC1Ev	1		True		-
src/_ZN13RaycastGroundD1Ev.c	DTOR-ONLY	arm9	dBgCh_Gnd	RaycastGround/dBgCh_Gnd	_ZN13RaycastGroundD1Ev	1		True		-
src/_ZN13RollingLogLllD0Ev.c	DTOR-ONLY	ov022	daObjFlMaruta_c	RollingLogLll/daObjFlMaruta_c	_ZN13RollingLogLllD0Ev	1		True	_ZTV10dBgActor_c/_ZTV13RollingLogLll/_ZTV13daObjMaruta_c	-
src/_ZN13RollingLogTtm13InitResourcesEv.c	P1-vtable+mangled	ov030	daObjHmMaruta_c	RollingLogTtm/daObjHmMaruta_c	vtable daObjHmMaruta_c slot 0 @0x2111638 | _ZN13RollingLogTtm13InitResourcesEv	1		True		-
src/_ZN13RollingLogTtm16CleanupResourcesEv.c	P1-vtable+mangled	ov030	daObjHmMaruta_c	RollingLogTtm/daObjHmMaruta_c	vtable daObjHmMaruta_c slot 3 @0x2111610 | _ZN13RollingLogTtm16CleanupResourcesEv	1		True		-
src/_ZN13RollingLogTtm8BehaviorEv.c	P1-vtable+mangled	ov030	daObjHmMaruta_c	RollingLogTtm/daObjHmMaruta_c	vtable daObjHmMaruta_c slot 6 @0x2111624 | _ZN13RollingLogTtm8BehaviorEv	1		True		-
src/_ZN13RollingLogTtmD0Ev.c	DTOR-ONLY	ov030	daObjHmMaruta_c	RollingLogTtm/daObjHmMaruta_c	_ZN13RollingLogTtmD0Ev	1		True	_ZTV10dBgActor_c/_ZTV13RollingLogTtm/_ZTV13daObjMaruta_c	-
src/_ZN13SharedFilePtr7ReleaseEv.c	P3-mangled-method-only	arm9		SharedFilePtr	_ZN13SharedFilePtr7ReleaseEv	1		True		-
src/_ZN13SharedFilePtr8LoadFileEv.c	P3-mangled-method-only	arm9		SharedFilePtr	_ZN13SharedFilePtr8LoadFileEv	1		True		-
src/_ZN13SharedFilePtr9ConstructEj.c	P3-mangled-method-only	arm9		SharedFilePtr	_ZN13SharedFilePtr9ConstructEj	1		True		-
src/_ZN13SnowmanBreath16CleanupResourcesEv.c	P1-vtable+mangled	ov027	daSnmBth_c	SnowmanBreath/daSnmBth_c	vtable daSnmBth_c slot 3 @0x2112700 | _ZN13SnowmanBreath16CleanupResourcesEv	1		True		-
src/_ZN13SnowmanBreath16OnPendingDestroyEv.c	P1-vtable+mangled	ov027	daSnmBth_c	SnowmanBreath/daSnmBth_c	vtable daSnmBth_c slot 12 @0x211273c | _ZN13SnowmanBreath16OnPendingDestroyEv	1		True		-
src/_ZN13TreasureChestD0Ev.c	DTOR-ONLY	ov064	daObjTbox_c	TreasureChest/daObjTbox_c	_ZN13TreasureChestD0Ev	1		True		-
src/_ZN13UpDownLiftBbhD0Ev.cpp	DTOR-ONLY	ov095	daUdlift_c	UpDownLiftBbh/daUdlift_c	_ZN13UpDownLiftBbhD0Ev	1		True	_ZTV10dBgActor_c/_ZTV13UpDownLiftBbh	-
src/_ZN13UpDownLiftBbhD1Ev.cpp	DTOR-ONLY	ov095	daUdlift_c	UpDownLiftBbh/daUdlift_c	_ZN13UpDownLiftBbhD1Ev	1		True	_ZTV10dBgActor_c/_ZTV13UpDownLiftBbh	-
src/_ZN13dScGameOver_c13InitResourcesEv.c	P1-vtable+mangled	ov003	dScGameOver_c	dScGameOver_c	vtable dScGameOver_c slot 0 @0x20b0b3c | _ZN13dScGameOver_c13InitResourcesEv	1		True		-
src/_ZN13dScGameOver_c16CleanupResourcesEv.c	P1-vtable+mangled	ov003	dScGameOver_c	dScGameOver_c	vtable dScGameOver_c slot 3 @0x20b0b34 | _ZN13dScGameOver_c16CleanupResourcesEv	1		True		-
src/_ZN13dScGameOver_c16OnPendingDestroyEv.c	P1-vtable+mangled	ov003	dScGameOver_c	dScGameOver_c	vtable dScGameOver_c slot 12 @0x20b0810 | _ZN13dScGameOver_c16OnPendingDestroyEv	1		True		-
src/_ZN13dScGameOver_c8BehaviorEv.c	P1-vtable+mangled	ov003	dScGameOver_c	dScGameOver_c	vtable dScGameOver_c slot 6 @0x20b0894 | _ZN13dScGameOver_c8BehaviorEv	1		True		-
src/_ZN13dScGameOver_cD0Ev.c	DTOR-ONLY	ov003	dScGameOver_c	dScGameOver_c	_ZN13dScGameOver_cD0Ev	1		True		-
src/_ZN13dScGameOver_cD1Ev.c	DTOR-ONLY	ov003	dScGameOver_c	dScGameOver_c	_ZN13dScGameOver_cD1Ev	1		True		-
src/_ZN13daObjEmmLog_c16CleanupResourcesEv.c	P1-vtable+mangled	ov052	daObjEmmLog_c	daObjEmmLog_c	vtable daObjEmmLog_c slot 3 @0x211123c | _ZN13daObjEmmLog_c16CleanupResourcesEv	1		True		-
src/_ZN13daObjEmmLog_c8BehaviorEv.c	P1-vtable+mangled	ov052	daObjEmmLog_c	daObjEmmLog_c	vtable daObjEmmLog_c slot 6 @0x21112ac | _ZN13daObjEmmLog_c8BehaviorEv	1		True		-
src/_ZN13daObjMaruta_cD0Ev.c	DTOR-ONLY	ov080	daPicGate_c	daObjMaruta_c/daPicGate_c	_ZN13daObjMaruta_cD0Ev	1		True	_ZTV10dBgActor_c/_ZTV13daObjMaruta_c	-
src/_ZN13daObjMaruta_cD1Ev.c	DTOR-ONLY	ov080	daPicGate_c	daObjMaruta_c/daPicGate_c	_ZN13daObjMaruta_cD1Ev	1		True	_ZTV10dBgActor_c/_ZTV13daObjMaruta_c	-
src/_ZN14BlendModelAnimC1Ev.c	P3-mangled-method-only	arm9		BlendModelAnim	_ZN14BlendModelAnimC1Ev	1		True	_ZTV14BlendModelAnim	-
src/_ZN14BlendModelAnimD0Ev.c	DTOR-ONLY	arm9	dExtBlendAnmModel_c	BlendModelAnim/dExtBlendAnmModel_c	_ZN14BlendModelAnimD0Ev	1		True	_ZTV14BlendModelAnim	-
src/_ZN14BlendModelAnimD1Ev.c	DTOR-ONLY			BlendModelAnim	_ZN14BlendModelAnimD1Ev	0		True	_ZTV14BlendModelAnim	not-in-delinks
src/_ZN14CutsceneObject16OnPendingDestroyEv.c	P1-vtable+mangled	ov002	daDemo_c	CutsceneObject/daDemo_c	vtable daDemo_c slot 12 @0x20f80a8 | _ZN14CutsceneObject16OnPendingDestroyEv	1		True		-
src/_ZN14CutsceneObjectD0Ev.cpp	DTOR-ONLY	ov002	daDemo_c	CutsceneObject/daDemo_c	_ZN14CutsceneObjectD0Ev	1		True	_ZTV14CutsceneObject	-
src/_ZN14EnemySwitchTagD0Ev.c	DTOR-ONLY	ov002	daESwitch_c	EnemySwitchTag/daESwitch_c	_ZN14EnemySwitchTagD0Ev	1		True		-
src/_ZN14FlameChompFire13OnYoshiTryEatEv.c	P1-vtable+mangled	ov070	daKpFr_c	FlameChompFire/daKpFr_c	vtable daKpFr_c slot 18 @0x2121bdc | _ZN14FlameChompFire13OnYoshiTryEatEv	1		True		-
src/_ZN14FlameChompFire16CleanupResourcesEv.c	P1-vtable+mangled	ov070	daKpFr_c	FlameChompFire/daKpFr_c	vtable daKpFr_c slot 3 @0x2122060 | _ZN14FlameChompFire16CleanupResourcesEv	1		True		-
src/_ZN14FlameChompFire16OnPendingDestroyEv.c	P1-vtable+mangled	ov070	daKpFr_c	FlameChompFire/daKpFr_c	vtable daKpFr_c slot 12 @0x2122068 | _ZN14FlameChompFire16OnPendingDestroyEv	1		True		-
src/_ZN14FlameChompFireD0Ev.c	DTOR-ONLY	ov070	daKpFr_c	FlameChompFire/daKpFr_c	_ZN14FlameChompFireD0Ev	1		True		-
src/_ZN14MrI_Projectile13OnYoshiTryEatEv.c	P1-vtable+mangled	ov071	daEyBm_c	MrI_Projectile/daEyBm_c	vtable daEyBm_c slot 18 @0x2121b00 | _ZN14MrI_Projectile13OnYoshiTryEatEv	1		True		-
src/_ZN14MrI_Projectile16CleanupResourcesEv.c	P1-vtable+mangled	ov071	daEyBm_c	MrI_Projectile/daEyBm_c	vtable daEyBm_c slot 3 @0x2121d08 | _ZN14MrI_Projectile16CleanupResourcesEv	1		True		-
src/_ZN14MrI_Projectile16OnPendingDestroyEv.c	P1-vtable+mangled	ov071	daEyBm_c	MrI_Projectile/daEyBm_c	vtable daEyBm_c slot 12 @0x2121d10 | _ZN14MrI_Projectile16OnPendingDestroyEv	1		True		-
src/_ZN14MrI_ProjectileD0Ev.c	DTOR-ONLY	ov071	daEyBm_c	MrI_Projectile/daEyBm_c	_ZN14MrI_ProjectileD0Ev	1		True		-
src/_ZN14UnknownVsEntryD0Ev.c	DTOR-ONLY	ov075	dEntObj_c	UnknownVsEntry/dEntObj_c	_ZN14UnknownVsEntryD0Ev	1		True	_ZTV14UnknownVsEntry	-
src/_ZN15FaderBrightnessD2Ev.c	DTOR-ONLY	arm9		FaderBrightness	_ZN15FaderBrightnessD2Ev	1		True		-
src/_ZN15FireSeaElevatorD0Ev.c	DTOR-ONLY	ov045	daObjKm2_Agaru_c	FireSeaElevator/daObjKm2_Agaru_c	_ZN15FireSeaElevatorD0Ev	1		True	_ZTV10dBgActor_c/_ZTV15FireSeaElevator	-
src/_ZN15IceSlideManagerD0Ev.c	DTOR-ONLY	ov019	daSldMng_c	IceSlideManager/daSldMng_c	_ZN15IceSlideManagerD0Ev	1		True	_ZTV15IceSlideManager	-
src/_ZN15MaterialChanger7SetFileER8BMA_Filei5Fix12IiEj.c	P3-mangled-method-only	arm9		MaterialChanger	_ZN15MaterialChanger7SetFileER8BMA_Filei5Fix12IiEj	1		True		by-value-class-param
src/_ZN15MaterialChangerC1Ev.c	P3-mangled-method-only	arm9		MaterialChanger	_ZN15MaterialChangerC1Ev	1		True	_ZTV15MaterialChanger	-
src/_ZN15ModelComponents21UpdateVertsUsingBonesEv.c	P3-mangled-method-only	arm9		ModelComponents	_ZN15ModelComponents21UpdateVertsUsingBonesEv	1	active	False		no-header:ModelComponents
src/_ZN8daSCre_cD0Ev.c	DTOR-ONLY	ov018	daSCre_c	PowerStarCreate/daSCre_c	_ZN8daSCre_cD0Ev	1		True	_ZTV8daSCre_c	-
src/_ZN15RecRoomCupboard13InitResourcesEv.c	P1-vtable+mangled	ov058	daObjCloset_c	RecRoomCupboard/daObjCloset_c	vtable daObjCloset_c slot 0 @0x211161c | _ZN15RecRoomCupboard13InitResourcesEv	1		False		no-header:RecRoomCupboard/daObjCloset_c
src/_ZN15RecRoomCupboard16CleanupResourcesEv.c	P1-vtable+mangled	ov058	daObjCloset_c	RecRoomCupboard/daObjCloset_c	vtable daObjCloset_c slot 3 @0x2111234 | _ZN15RecRoomCupboard16CleanupResourcesEv	1		False		no-header:RecRoomCupboard/daObjCloset_c
src/_ZN15RotatingFirebarD0Ev.c	DTOR-ONLY	ov064	daObjFl_KomaU_c	RotatingFirebar/daObjFl_KomaU_c	_ZN15RotatingFirebarD0Ev	1		True	_ZTV10dBgActor_c/_ZTV15RotatingFirebar	-
src/_ZN15TextureSequence7SetFileER8BTP_Filei5Fix12IiEj.c	P3-mangled-method-only	arm9		TextureSequence	_ZN15TextureSequence7SetFileER8BTP_Filei5Fix12IiEj	1		True		by-value-class-param
src/_ZN15TextureSequenceC1Ev.c	P3-mangled-method-only	arm9		TextureSequence	_ZN15TextureSequenceC1Ev	1		True	_ZTV15TextureSequence	-
src/_ZN15TtcRotatingCubeD0Ev.c	DTOR-ONLY	ov065	daObjCtRotateBlock_c	TtcRotatingCube/daObjCtRotateBlock_c	_ZN15TtcRotatingCubeD0Ev	1		True	_ZTV10dBgActor_c	-
src/_ZN15TtcRotatingCubeD1Ev.c	DTOR-ONLY	ov065	daObjCtRotateBlock_c	TtcRotatingCube/daObjCtRotateBlock_c	_ZN15TtcRotatingCubeD1Ev	1		True	_ZTV10dBgActor_c	-
src/_ZN15TtcRotatingGear8BehaviorEv.c	P1-vtable+mangled	ov065	daObjCtMecha08_c	TtcRotatingGear/daObjCtMecha08_c	vtable daObjCtMecha08_c slot 6 @0x211b8f8 | _ZN15TtcRotatingGear8BehaviorEv	1		True		-
src/_ZN15daObjPathLift_c16CleanupResourcesEv.c	P1-vtable+mangled	ov100	daObjPathLift_c	daObjPathLift_c	vtable daObjPathLift_c slot 3 @0x2147054 | _ZN15daObjPathLift_c16CleanupResourcesEv	1		True		-
src/_ZN16FloatingFloorBfsD0Ev.c	DTOR-ONLY	ov045	daObjKm2_Ukishima_c	FloatingFloorBfs/daObjKm2_Ukishima_c	_ZN16FloatingFloorBfsD0Ev	1		True	_ZTV10dBgActor_c/_ZTV14daObjUkiyuka_c/_ZTV16FloatingFloorBfs	-
src/_ZN16MeshColliderBaseC2Ev.c	P3-mangled-method-only	arm9		MeshColliderBase	_ZN16MeshColliderBaseC2Ev	1		True	_ZTV16MeshColliderBase	-
src/_ZN16MeshColliderBaseD0Ev.c	DTOR-ONLY	arm9	dBgW	MeshColliderBase/dBgW	_ZN16MeshColliderBaseD0Ev	1		True	_ZTV16MeshColliderBase	-
src/_ZN16MeshColliderBaseD1Ev.c	DTOR-ONLY	arm9	dBgW	MeshColliderBase/dBgW	_ZN16MeshColliderBaseD1Ev	1		True	_ZTV16MeshColliderBase	-
src/_ZN16MeshColliderBaseD2Ev.c	DTOR-ONLY	arm9		MeshColliderBase	_ZN16MeshColliderBaseD2Ev	1		True	_ZTV16MeshColliderBase	-
src/_ZN16SpinningPlatformD0Ev.c	DTOR-ONLY	ov035	daObjCtMecha11_c	SpinningPlatform/daObjCtMecha11_c	_ZN16SpinningPlatformD0Ev	1		True	_ZTV10dBgActor_c	-
src/_ZN16SpinningPlatformD1Ev.c	DTOR-ONLY	ov035	daObjCtMecha11_c	SpinningPlatform/daObjCtMecha11_c	_ZN16SpinningPlatformD1Ev	1		True	_ZTV10dBgActor_c	-
src/_ZN16SwingingPlatformD0Ev.c	DTOR-ONLY	ov036	daObjRcBuranko_c	SwingingPlatform/daObjRcBuranko_c	_ZN16SwingingPlatformD0Ev	1		True	_ZTV10dBgActor_c/_ZTV16SwingingPlatform	-
src/_ZN16daObjFallBlock_cD0Ev.c	DTOR-ONLY	ov098	daObjBlockS_c	daObjBlockS_c/daObjFallBlock_c	_ZN16daObjFallBlock_cD0Ev	1		True	_ZTV10dBgActor_c/_ZTV16daObjFallBlock_c	-
src/_ZN16daObjFallBlock_cD1Ev.c	DTOR-ONLY	ov098	daObjBlockS_c	daObjBlockS_c/daObjFallBlock_c	_ZN16daObjFallBlock_cD1Ev	1		True	_ZTV10dBgActor_c/_ZTV16daObjFallBlock_c	-
src/_ZN16daObjRc_Dorifu_cD0Ev.c	DTOR-ONLY	ov036	daObjRc_Dorifu_c	daObjRc_Dorifu_c	_ZN16daObjRc_Dorifu_cD0Ev	1		True	_ZTV10dBgActor_c/_ZTV13daObjDorifu_c/_ZTV16daObjRc_Dorifu_c	-
src/_ZN17BigMovingIceBlock16CleanupResourcesEv.c	P1-vtable+mangled	ov056	daObjEwmIceBlock_c	BigMovingIceBlock/daObjEwmIceBlock_c	vtable daObjEwmIceBlock_c slot 3 @0x211123c | _ZN17BigMovingIceBlock16CleanupResourcesEv	1		True		-
src/_ZN17BigMovingIceBlockD0Ev.c	DTOR-ONLY	ov056	daObjEwmIceBlock_c	BigMovingIceBlock/daObjEwmIceBlock_c	_ZN17BigMovingIceBlockD0Ev	1		True	_ZTV10dBgActor_c	-
src/_ZN17BigMovingIceBlockD1Ev.c	DTOR-ONLY	ov056	daObjEwmIceBlock_c	BigMovingIceBlock/daObjEwmIceBlock_c	_ZN17BigMovingIceBlockD1Ev	1		True	_ZTV10dBgActor_c	-
src/_ZN17BowserPuzzlePieceD0Ev.c	DTOR-ONLY	ov064	daObjFl_Puzzle_c	BowserPuzzlePiece/daObjFl_Puzzle_c	_ZN17BowserPuzzlePieceD0Ev	1		True	_ZTV10dBgActor_c/_ZTV17BowserPuzzlePiece	-
src/_ZN17BowserPuzzlePieceD1Ev.c	DTOR-ONLY	ov064	daObjFl_Puzzle_c	BowserPuzzlePiece/daObjFl_Puzzle_c	_ZN17BowserPuzzlePieceD1Ev	1		True	_ZTV10dBgActor_c/_ZTV17BowserPuzzlePiece	-
src/_ZN17BowserSkyPlatformD0Ev.c	DTOR-ONLY	ov060	daKpa3Bg_c	BowserSkyPlatform/daKpa3Bg_c	_ZN17BowserSkyPlatformD0Ev	1		True	_ZTV10dBgActor_c/_ZTV17BowserSkyPlatform	-
src/_ZN17ExtendingPlatform16OnPendingDestroyEv.c	P1-vtable+mangled	ov045	daObjKm2_Nobiru_c	ExtendingPlatform/daObjKm2_Nobiru_c	vtable daObjKm2_Nobiru_c slot 12 @0x2111970 | _ZN17ExtendingPlatform16OnPendingDestroyEv	1		True		-
src/_ZN17ExtendingPlatformD0Ev.c	DTOR-ONLY	ov045	daObjKm2_Nobiru_c	ExtendingPlatform/daObjKm2_Nobiru_c	_ZN17ExtendingPlatformD0Ev	1		True		-
src/_ZN17daObjKm1_Dorifu_cD0Ev.c	DTOR-ONLY	ov043	daObjKm1_Dorifu_c	daObjKm1_Dorifu_c	_ZN17daObjKm1_Dorifu_cD0Ev	1		True	_ZTV10dBgActor_c/_ZTV13daObjDorifu_c/_ZTV17daObjKm1_Dorifu_c	-
src/_ZN17daObjKm3_Kuruma_c13InitResourcesEv.c	P1-vtable+mangled	ov047	daObjKm3_Kuruma_c	daObjKm3_Kuruma_c	vtable daObjKm3_Kuruma_c slot 0 @0x21114c0 | _ZN17daObjKm3_Kuruma_c13InitResourcesEv	1		True		-
src/_ZN17daObjKm3_Kuruma_c16CleanupResourcesEv.c	P1-vtable+mangled	ov047	daObjKm3_Kuruma_c	daObjKm3_Kuruma_c	vtable daObjKm3_Kuruma_c slot 3 @0x21114ac | _ZN17daObjKm3_Kuruma_c16CleanupResourcesEv	1		True		-
src/_ZN17daObjKm3_Kuruma_cD0Ev.c	DTOR-ONLY	ov047	daObjKm3_Kuruma_c	daObjKm3_Kuruma_c	_ZN17daObjKm3_Kuruma_cD0Ev	1		True	_ZTV10dBgActor_c/_ZTV13daObjKuruma_c/_ZTV17daObjKm3_Kuruma_c	-
src/_ZN17daObjWlPolelift_c16CleanupResourcesEv.c	P1-vtable+mangled	ov026	daObjWlPolelift_c	daObjWlPolelift_c	vtable daObjWlPolelift_c slot 3 @0x21112e4 | _ZN17daObjWlPolelift_c16CleanupResourcesEv	1		True		-
src/_ZN17daObjWlPolelift_cD0Ev.c	DTOR-ONLY	ov026	daObjWlPolelift_c	daObjWlPolelift_c	_ZN17daObjWlPolelift_cD0Ev	1		True		-
src/_ZN17daObjWlPolelift_cD1Ev.c	DTOR-ONLY	ov026	daObjWlPolelift_c	daObjWlPolelift_c	_ZN17daObjWlPolelift_cD1Ev	1		True		-
src/_ZN18MovingCylinderClsn4InitEP8dActor_c5Fix12IiES3_jj.c	P3-mangled-method-only	arm9		MovingCylinderClsn	_ZN18MovingCylinderClsn4InitEP8dActor_c5Fix12IiES3_jj	1		True		by-value-class-param
src/_ZN18MovingCylinderClsnC1Ev.c	P3-mangled-method-only	arm9		MovingCylinderClsn	_ZN18MovingCylinderClsnC1Ev	1		True	_ZTV18MovingCylinderClsn	-
src/_ZN18MovingCylinderClsnC2Ev.c	P3-mangled-method-only	arm9		MovingCylinderClsn	_ZN18MovingCylinderClsnC2Ev	1		True	_ZTV18MovingCylinderClsn	-
src/_ZN18MovingCylinderClsnD2Ev.c	DTOR-ONLY	arm9		MovingCylinderClsn	_ZN18MovingCylinderClsnD2Ev	1		True	_ZTV18MovingCylinderClsn	-
src/_ZN18MovingMeshCollider7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block.c	P3-mangled-method-only	arm9		MovingMeshCollider	_ZN18MovingMeshCollider7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	1		True		by-value-class-param
src/_ZN18MovingMeshColliderC1Ev.c	P3-mangled-method-only	arm9		MovingMeshCollider	_ZN18MovingMeshColliderC1Ev	1		True		-
src/_ZN18MovingMeshColliderD2Ev.c	DTOR-ONLY	arm9		MovingMeshCollider	_ZN18MovingMeshColliderD2Ev	1		True	_ZTV18MovingMeshCollider	-
src/_ZN18NestedHeapIterator10FindNestedEPv.c	P3-mangled-method-only	arm9		NestedHeapIterator	_ZN18NestedHeapIterator10FindNestedEPv	1		True		-
src/_ZN18NestedHeapIterator19RecursiveFindNestedEPv.c	P3-mangled-method-only	arm9		NestedHeapIterator	_ZN18NestedHeapIterator19RecursiveFindNestedEPv	1		True		-
src/_ZN18NestedHeapIterator5AddAtEP13HeapAllocatorS1_.c	P3-mangled-method-only	arm9		NestedHeapIterator	_ZN18NestedHeapIterator5AddAtEP13HeapAllocatorS1_	1		True		-
src/_ZN18NestedHeapIteratorC1Ej.cpp	P3-mangled-method-only	arm9		NestedHeapIterator	_ZN18NestedHeapIteratorC1Ej	1		True		-
src/_ZN18PoppingLavaBubblesD0Ev.c	DTOR-ONLY	ov002	daObjLava_c	PoppingLavaBubbles/daObjLava_c	_ZN18PoppingLavaBubblesD0Ev	1		True	_ZTV18PoppingLavaBubbles	-
src/_ZN17daObjKm3_Dorifu_cD0Ev.c	DTOR-ONLY	ov047	daObjKm3_Dorifu_c	daObjKm3_Dorifu_c/daObjKm3_Dorifu_c	_ZN17daObjKm3_Dorifu_cD0Ev	1		True	_ZTV10dBgActor_c/_ZTV13daObjDorifu_c/_ZTV17daObjKm3_Dorifu_c	-
src/_ZN18RotatingPlatformRrD0Ev.c	DTOR-ONLY	ov036	daObjRc_Kaitendai_c	RotatingPlatformRr/daObjRc_Kaitendai_c	_ZN18RotatingPlatformRrD0Ev	1		True	_ZTV10dBgActor_c/_ZTV16daObjKaitendai_c/_ZTV18RotatingPlatformRr	-
src/_ZN17daObjBk_Ukisima_cD0Ev.c	DTOR-ONLY	ov015	daObjBk_Ukisima_c	daObjBk_Ukisima_c/daObjBk_Ukisima_c	_ZN17daObjBk_Ukisima_cD0Ev	1		True	_ZTV10dBgActor_c/_ZTV16daObjKaitendai_c/_ZTV17daObjBk_Ukisima_c	-
src/_ZN18SolidHeapAllocatorC1EPvj.c	P3-mangled-method-only	arm9		SolidHeapAllocator	_ZN18SolidHeapAllocatorC1EPvj	1		True		-
src/_ZN18TextureTransformer7SetFileER8BTA_Filei5Fix12IiEj.c	P3-mangled-method-only	arm9		TextureTransformer	_ZN18TextureTransformer7SetFileER8BTA_Filei5Fix12IiEj	1		True		by-value-class-param
src/_ZN18TextureTransformerC1Ev.c	P3-mangled-method-only	arm9		TextureTransformer	_ZN18TextureTransformerC1Ev	1		True	_ZTV18TextureTransformer	-
src/_ZN18TiltingPlatformBfs13InitResourcesEv.c	P1-vtable+mangled	ov045	daObjKm2_Gura_c	TiltingPlatformBfs/daObjKm2_Gura_c	vtable daObjKm2_Gura_c slot 0 @0x2111cf8 | _ZN18TiltingPlatformBfs13InitResourcesEv	1		True		-
src/_ZN18TiltingPlatformBfs16CleanupResourcesEv.c	P1-vtable+mangled	ov045	daObjKm2_Gura_c	TiltingPlatformBfs/daObjKm2_Gura_c	vtable daObjKm2_Gura_c slot 3 @0x2111ce4 | _ZN18TiltingPlatformBfs16CleanupResourcesEv	1		True		-
src/_ZN18TiltingPlatformBfsD0Ev.c	DTOR-ONLY	ov045	daObjKm2_Gura_c	TiltingPlatformBfs/daObjKm2_Gura_c	_ZN18TiltingPlatformBfsD0Ev	1		True	_ZTV10dBgActor_c/_ZTV15daObjGuragura_c/_ZTV18TiltingPlatformBfs	-
src/_ZN18TiltingPlatformLllD0Ev.c	DTOR-ONLY	ov064	daObjFl_Gura_c	TiltingPlatformLll/daObjFl_Gura_c	_ZN18TiltingPlatformLllD0Ev	1		True	_ZTV10dBgActor_c/_ZTV15daObjGuragura_c/_ZTV18TiltingPlatformLll	-
src/_ZN9daSetSE_c16CleanupResourcesEv.c	P1-vtable+mangled	ov002	daSetSE_c	daSetSE_c/daSetSE_c	vtable daSetSE_c slot 3 @0x20f19e8 | _ZN9daSetSE_c16CleanupResourcesEv	1		True		-
src/_ZN9daSetSE_c16OnPendingDestroyEv.c	P1-vtable+mangled	ov002	daSetSE_c	daSetSE_c/daSetSE_c	vtable daSetSE_c slot 12 @0x20f19f0 | _ZN9daSetSE_c16OnPendingDestroyEv	1		True		-
src/_ZN9daSetSE_c6RenderEv.c	P1-vtable+mangled	ov002	daSetSE_c	daSetSE_c/daSetSE_c	vtable daSetSE_c slot 9 @0x20f19f4 | _ZN9daSetSE_c6RenderEv	1		True		-
src/_ZN9daSetSE_cD0Ev.c	DTOR-ONLY	ov002	daSetSE_c	daSetSE_c/daSetSE_c	_ZN9daSetSE_cD0Ev	1		True	_ZTV9daSetSE_c	-
src/_ZN19BowserPuzzleManagerD0Ev.c	DTOR-ONLY	ov064	daObjFl_Coin_c	BowserPuzzleManager/daObjFl_Coin_c	_ZN19BowserPuzzleManagerD0Ev	1		True	_ZTV19BowserPuzzleManager	-
src/_ZN19CylinderClsnWithPos4InitERK7Vector35Fix12IiES4_jj.c	P3-mangled-method-only	arm9		CylinderClsnWithPos	_ZN19CylinderClsnWithPos4InitERK7Vector35Fix12IiES4_jj	1		True		by-value-class-param
src/_ZN19CylinderClsnWithPos6GetPosEv.c	P1-vtable+mangled	arm9	dCcPos_c	CylinderClsnWithPos/dCcPos_c	vtable dCcPos_c slot 2 @0x2014820 | _ZN19CylinderClsnWithPos6GetPosEv	1		True		-
src/_ZN19CylinderClsnWithPosC1Ev.c	P3-mangled-method-only	arm9		CylinderClsnWithPos	_ZN19CylinderClsnWithPosC1Ev	1		True		-
src/_ZN17daObjKm1_Kuruma_c13InitResourcesEv.c	P1-vtable+mangled	ov043	daObjKm1_Kuruma_c	daObjKm1_Kuruma_c/daObjKm1_Kuruma_c	vtable daObjKm1_Kuruma_c slot 0 @0x21115e0 | _ZN17daObjKm1_Kuruma_c13InitResourcesEv	1		True		-
src/_ZN17daObjKm1_Kuruma_c16CleanupResourcesEv.c	P1-vtable+mangled	ov043	daObjKm1_Kuruma_c	daObjKm1_Kuruma_c/daObjKm1_Kuruma_c	vtable daObjKm1_Kuruma_c slot 3 @0x21115cc | _ZN17daObjKm1_Kuruma_c16CleanupResourcesEv	1		True		-
