0x02018eb0	_ZN8dGraph_c10callback_c14GraphCallback1Ev	function
0x02018eb8	_ZN8dGraph_c10callback_c14GraphCallback0Ev	function
0x02018f38	SetSubBg3Offset	function
0x02018f54	SetSubBg2Offset	function
0x02018f70	SetSubBg1Offset	function
0x02018f8c	SetSubBg0Offset	function
0x02018fa8	SetBg3Offset	function
0x02018fc4	SetBg2Offset	function
0x02018fe0	SetBg1Offset	function
0x02018ffc	SetBg0Offset	function
0x02019070	Enable3dEngines	function
0x02019510	SetSoundMode	function
0x02019574	GetSoundMode	function
0x02019584	_ZN5Timer7GetTimeEv	function
0x020195c0	_ZN5Timer9StopTimerEv	function
0x02019604	_ZN5Timer10StartTimerEv	function
0x02019638	_ZN5Timer10ResetTimerEv	function
0x02019664	TurnBacklightOff	function
0x02019698	TurnBacklightOn	function
0x02019740	Crash	function
0x0201a534	_ZN3IRQ13VBlankHandlerEv	function
0x0201a7dc	GetSceneOverlayID	function
0x0201a888	IsMinigameActorID	function
0x0201ab04	_ZN7Message7EndTalkEv	function
0x0201ab38	_ZN7Message11PrepareTalkEv	function
0x0201b5a8	_ZN7Message7AddCharEc	function
0x0201bbc8	_ZN7Message12UpdateWindowEv	function
0x0201c0b8	_ZN7Message6UpdateEv	function
0x0201cb7c	_ZN5Stage13UpdateMessageEv	function
0x0201ce10	_ZN7Message21DisplaySaveStatusTextEt	function
0x0201cf80	_ZN7Message21DisplayLevelClearTextEta	function
0x0201d018	_ZN7Message22DisplayOptionsMenuTextEt	function
0x0201d0f8	LoadControllerModeText	function
0x0201d304	_ZN7Message25DisplayControllerModeTextEt	function
0x0201e044	_ZN7Message16DisplayPauseTextEth	function
0x0201e12c	_ZN7Message19DisplayDontSaveTextEt	function
0x0201e314	_ZN7Message19DisplaySaveMenuTextEt	function
0x0201e36c	_ZN7Message11DisplayTextEt	function
0x0201e574	_ZN7Message7DisplayEj	function
0x0201e6bc	_ZN7Message28DisplayStarNameForStarSelectEj	function
0x0201e81c	_ZN7Message30DisplayCourseNameForStarSelectEj	function
0x0201eb94	_ZN7Message13DisplaySavingEt	function
0x0201fc10	ObjectMessageIDToActualMessageID	function
0x0201fcac	_ZN7Message15ResetAllGlobalsEv	function
0x0201fcd4	LoadFont	function
0x02020054	GetControllerMode	function
0x020203c4	WarpPlayer	function
0x02020414	IsPlayerWarping	function
0x02020884	_ZN3OAM16LoadAffineParamsEP7OamAttrPiP9Matrix2x2	function
0x0202096c	_ZN3OAM12GetObjHeightEii	function
0x02020980	_ZN3OAM11GetObjWidthEii	function
0x02020994	_ZN3OAM6RenderEbP7OamAttriiii5Fix12IiES3_ii	function
0x02021024	_ZN3OAM6RenderEbP7OamAttriiii5Fix12IiEi	function
0x020214a4	_ZN3OAM6RenderEbP7OamAttriiiiP9Matrix2x2	function
0x02021788	_ZN3OAM5ResetEv	function
0x02021864	_ZN3OAM5FlushEv	function
0x02021898	_ZN3OAM4LoadEv	function
0x0202194c	_ZN3OAM9RenderSubEP7OamAttrii	function
0x0202199c	_ZN3OAM9RenderSubEP7OamAttriiii	function
0x020219f0	_ZN3OAM12EnableSubOAMEv	function
0x02021b58	_ZNK8Particle10SysTracker8Contents8FindDataEj	function
0x02021e40	_ZN8Particle21CleanParticleCallback8OnUpdateERNS_6SystemEb	function
0x02021e70	_ZN8Particle12ClipCallback8OnUpdateERNS_6SystemEb	function
0x0202202c	_ZN8Particle16FitWaterCallback8OnUpdateERNS_6SystemEb	function
0x020220a4	_ZN8Particle24CheckWaterRippleCallback8OnUpdateERNS_6SystemEb	function
0x02022160	_ZN8Particle18CheckWaterCallback8OnUpdateERNS_6SystemEb	function
0x020221dc	_ZN8Particle25EndingStarGlitterCallback8OnUpdateERNS_6SystemEb	function
0x0202222c	_ZN8Particle25EndingStarGlitterCallback14SpawnParticlesERNS_6SystemE	function
0x02022298	_ZN5dPa_c7level_c20edStarKiraCallback_cC1Ev	function
0x020222f0	_ZN8Particle17CheckLavaCallback8OnUpdateERNS_6SystemEb	function
